,chemicalFormula,names,preparation,Chemical Family,Crystallinity,Fracture Toughness,flatFormula,composition,minimum Number,maximum Number,range Number,mean Number,avg_dev Number,mode Number,minimum MendeleevNumber,maximum MendeleevNumber,range MendeleevNumber,mean MendeleevNumber,avg_dev MendeleevNumber,mode MendeleevNumber,minimum AtomicWeight,maximum AtomicWeight,range AtomicWeight,mean AtomicWeight,avg_dev AtomicWeight,mode AtomicWeight,minimum MeltingT,maximum MeltingT,range MeltingT,mean MeltingT,avg_dev MeltingT,mode MeltingT,minimum Column,maximum Column,range Column,mean Column,avg_dev Column,mode Column,minimum Row,maximum Row,range Row,mean Row,avg_dev Row,mode Row,minimum CovalentRadius,maximum CovalentRadius,range CovalentRadius,mean CovalentRadius,avg_dev CovalentRadius,mode CovalentRadius,minimum Electronegativity,maximum Electronegativity,range Electronegativity,mean Electronegativity,avg_dev Electronegativity,mode Electronegativity,minimum NsValence,maximum NsValence,range NsValence,mean NsValence,avg_dev NsValence,mode NsValence,minimum NpValence,maximum NpValence,range NpValence,mean NpValence,avg_dev NpValence,mode NpValence,minimum NdValence,maximum NdValence,range NdValence,mean NdValence,avg_dev NdValence,mode NdValence,minimum NfValence,maximum NfValence,range NfValence,mean NfValence,avg_dev NfValence,mode NfValence,minimum NValence,maximum NValence,range NValence,mean NValence,avg_dev NValence,mode NValence,minimum NsUnfilled,maximum NsUnfilled,range NsUnfilled,mean NsUnfilled,avg_dev NsUnfilled,mode NsUnfilled,minimum NpUnfilled,maximum NpUnfilled,range NpUnfilled,mean NpUnfilled,avg_dev NpUnfilled,mode NpUnfilled,minimum NdUnfilled,maximum NdUnfilled,range NdUnfilled,mean NdUnfilled,avg_dev NdUnfilled,mode NdUnfilled,minimum NfUnfilled,maximum NfUnfilled,range NfUnfilled,mean NfUnfilled,avg_dev NfUnfilled,mode NfUnfilled,minimum NUnfilled,maximum NUnfilled,range NUnfilled,mean NUnfilled,avg_dev NUnfilled,mode NUnfilled,minimum GSvolume_pa,maximum GSvolume_pa,range GSvolume_pa,mean GSvolume_pa,avg_dev GSvolume_pa,mode GSvolume_pa,minimum GSbandgap,maximum GSbandgap,range GSbandgap,mean GSbandgap,avg_dev GSbandgap,mode GSbandgap,minimum GSmagmom,maximum GSmagmom,range GSmagmom,mean GSmagmom,avg_dev GSmagmom,mode GSmagmom,minimum SpaceGroupNumber,maximum SpaceGroupNumber,range SpaceGroupNumber,mean SpaceGroupNumber,avg_dev SpaceGroupNumber,mode SpaceGroupNumber,HOMO_character,HOMO_element,HOMO_energy,LUMO_character,LUMO_element,LUMO_energy,gap_AO,band center,Miedema_deltaH_inter,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,transition metal fraction,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,Yang omega,Yang delta,cohesive energy,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010
40,B4C.xZrO2,['Boron carbide'],[{'name': 'Sintering'}],B-C,Polycrystalline,2.52,B4.0C1.0Zr0.1O0.2,B4 Zr0.1 C1 O0.2,5.0,40.0,35.0,5.962264150943397,1.4524741901032399,5.0,44.0,87.0,43.0,72.9811320754717,2.574581701673198,72.0,10.811,91.224,80.41300000000001,12.75037358490566,3.2064784620861513,10.811,54.8,3823.0,3768.2,2535.615094339623,485.805624777501,2348.0,4.0,16.0,12.0,13.132075471698112,0.5439658241367028,13.0,2.0,5.0,3.0,2.056603773584906,0.11107155571377736,2.0,66.0,175.0,109.0,83.52830188679245,4.163759344962623,84.0,1.33,3.44,2.11,2.1756603773584904,0.23668209327162676,2.04,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,1.2830188679245282,0.47561409754360984,1.0,0.0,2.0,2.0,0.03773584905660378,0.07404770380918477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,3.3207547169811327,0.48415806336774686,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.60377358490566,0.5980776076895693,5.0,0.0,8.0,8.0,0.15094339622641512,0.29619081523673907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.754716981132075,0.49270202919188333,5.0,5.64,23.195,17.555,7.258584905660378,0.7407262370950518,7.1725,0.0,4.496,4.496,1.9984905660377361,0.9424563901744396,1.524,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,166.0,11.622641509433963,166.0,p,B,-0.136603,p,B,-0.136603,0.0,-2.1526486516250674,,4,0.7790876536627388,0.758662513581688,0.7548643778517242,0.7547235616546707,0.7547170531074721,0.0,2.0,1.2830188679245282,0.03773584905660378,0.0,0.6022727272727272,0.3863636363636363,0.011363636363636364,0.0,,0.13420430091770902,,-0.015794517831795064,0.025819152513523947,0.042171206576704985,0.053696528011289484,0.06419683483371412
41,BN,['Boron nitride (cubic)'],[{'name': 'Hot Pressing'}],B-N,Polycrystalline,5.0,B1.0N1.0,B1 N1,5.0,7.0,2.0,6.0,1.0,5.0,72.0,82.0,10.0,77.0,5.0,72.0,10.811,14.0067,3.1957000000000004,12.408850000000001,1.5978500000000002,10.811,63.05,2348.0,2284.95,1205.525,1142.475,63.05,13.0,15.0,2.0,14.0,1.0,13.0,2.0,2.0,0.0,2.0,0.0,2.0,71.0,84.0,13.0,77.5,6.5,71.0,2.04,3.04,1.0,2.54,0.5,2.04,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,7.1725,14.76875,7.59625,10.970625,3.798125,7.1725,1.524,6.437,4.913,3.9805,2.4565,1.524,0.0,0.0,0.0,0.0,0.0,0.0,166.0,194.0,28.0,180.0,14.0,166.0,p,N,-0.266297,p,N,-0.266297,0.0,-2.490301186603741,1.3265676114068126,2,0.7071067811865476,0.6299605249474366,0.5743491774985174,0.5520447568369062,0.5358867312681466,0.0,2.0,2.0,0.0,0.0,0.5,0.5,0.0,0.0,0.2481153715277645,0.10000000000000003,,-0.008592070707070687,0.008592070707070687,0.0,0.01813094310734742,0.052126461433623775
42,BaTiO3,['Barium titanate'],[{'name': 'Sintering'}],Ba-Ti-O,Polycrystalline,0.86,Ba1.0Ti1.0O3.0,Ba1 Ti1 O3,8.0,56.0,48.0,20.4,14.88,8.0,9.0,87.0,78.0,62.6,29.279999999999994,87.0,15.9994,137.327,121.3276,46.638439999999996,36.766847999999996,15.9994,54.8,1941.0,1886.2,621.08,679.5360000000001,54.8,2.0,16.0,14.0,10.8,6.24,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,215.0,149.0,114.6,58.32000000000001,66.0,0.89,3.44,2.55,2.55,1.068,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.8,1.44,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.8,2.0799999999999996,2.0,9.105,63.59,54.485,21.519,16.828399999999995,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.50666666666e-06,7.210666666656e-06,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,p,O,-0.338381,d,Ti,-0.17001,0.168371,-2.2352042320077246,,3,0.66332495807108,0.6144633651371695,0.6009844187491661,0.6000783545597032,0.6000020321795635,0.2,2.0,2.4,0.4,0.0,0.4166666666666667,0.5,0.08333333333333334,0.0,,0.569592993884479,,-0.005469787071740928,0.0822800966782589,0.05367388961676616,0.07358860007424768,0.09415394536414953
43,BaZrO3,['Barium zirconate'],[{'name': 'Sintering'}],Ba-Zr-O,Polycrystalline,1.5,Ba1.0Zr1.0O3.0,Ba1 Zr1 O3,8.0,56.0,48.0,24.0,19.2,8.0,9.0,87.0,78.0,62.8,29.04,87.0,15.9994,137.327,121.3276,55.309839999999994,47.17252799999999,15.9994,54.8,2128.0,2073.2,658.48,724.416,54.8,2.0,16.0,14.0,10.8,6.24,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,215.0,149.0,117.6,61.92,66.0,0.89,3.44,2.55,2.508,1.1183999999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.8,1.44,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.8,2.0799999999999996,2.0,9.105,63.59,54.485,22.82,16.458,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,p,O,-0.338381,s,Zr,-0.162391,0.17598999999999998,-2.170617974806402,,3,0.66332495807108,0.6144633651371695,0.6009844187491661,0.6000783545597032,0.6000020321795635,0.0,2.0,2.4,0.4,0.0,0.4166666666666667,0.5,0.08333333333333334,0.0,,0.5697378681393566,,0.07366025183718147,0.07366025183718147,0.023328473740792225,0.060905917365281094,0.07477524471197669
44,BxC,['Boron carbide'],[{'name': 'Chemical Vapor Deposition'}],B-C,Polycrystalline,3.2,B0.1C1.0,B0.1 C1,5.0,6.0,1.0,5.909090909090908,0.16528925619834775,6.0,72.0,77.0,5.0,76.54545454545455,0.8264462809917344,77.0,10.811,12.0107,1.1997,11.901636363636362,0.19829752066115847,12.0107,2348.0,3823.0,1475.0,3688.909090909091,243.80165289256192,3823.0,13.0,14.0,1.0,13.909090909090908,0.16528925619834775,14.0,2.0,2.0,0.0,2.0,0.0,2.0,76.0,84.0,8.0,76.72727272727272,1.3223140495867702,76.0,2.04,2.55,0.5099999999999998,2.5036363636363634,0.08429752066115702,2.55,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.909090909090909,0.1652892561983472,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.9090909090909087,0.1652892561983474,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.090909090909091,0.16528925619834706,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.090909090909091,0.16528925619834706,4.0,5.64,7.1725,1.5325000000000006,5.779318181818181,0.2533057851239665,5.64,1.524,4.496,2.9720000000000004,4.225818181818182,0.4912396694214878,4.496,0.0,0.0,0.0,0.0,0.0,0.0,166.0,194.0,28.0,191.45454545454544,4.628099173553731,194.0,p,C,-0.199186,p,C,-0.199186,0.0,-2.4987924165054785,1.6849102906309064,2,0.9136250564655354,0.9093938384399177,0.9090927272654545,0.9090909220779215,0.9090909091,0.0,2.0,1.909090909090909,0.0,0.0,0.5116279069767442,0.48837209302325585,0.0,0.0,2.8262769387376045,0.04054202128421001,,0.011247319952774655,0.011247319952774655,0.07346563960379696,0.1281822357670415,0.26589969934099306
45,C,['Diamond (CVD)'],[{'name': 'Chemical Vapor Deposition'}],C,Polycrystalline,4.7,C1.0,C1,6.0,6.0,0.0,6.0,0.0,6.0,77.0,77.0,0.0,77.0,0.0,77.0,12.0107,12.0107,0.0,12.0107,0.0,12.0107,3823.0,3823.0,0.0,3823.0,0.0,3823.0,14.0,14.0,0.0,14.0,0.0,14.0,2.0,2.0,0.0,2.0,0.0,2.0,76.0,76.0,0.0,76.0,0.0,76.0,2.55,2.55,0.0,2.55,0.0,2.55,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,5.64,5.64,0.0,5.64,0.0,5.64,4.496,4.496,0.0,4.496,0.0,4.496,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0,p,C,-0.199186,p,C,-0.199186,0.0,-2.55,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,,,,,,
46,C,['Diamond'],[{'name': 'Natural Specimen'}],C,Single Crystal,9.033333333333333,C1.0,C1,6.0,6.0,0.0,6.0,0.0,6.0,77.0,77.0,0.0,77.0,0.0,77.0,12.0107,12.0107,0.0,12.0107,0.0,12.0107,3823.0,3823.0,0.0,3823.0,0.0,3823.0,14.0,14.0,0.0,14.0,0.0,14.0,2.0,2.0,0.0,2.0,0.0,2.0,76.0,76.0,0.0,76.0,0.0,76.0,2.55,2.55,0.0,2.55,0.0,2.55,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,5.64,5.64,0.0,5.64,0.0,5.64,4.496,4.496,0.0,4.496,0.0,4.496,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0,p,C,-0.199186,p,C,-0.199186,0.0,-2.55,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,,,,,,
47,C,['Diamond'],nan,C,nan,3.4,C1.0,C1,6.0,6.0,0.0,6.0,0.0,6.0,77.0,77.0,0.0,77.0,0.0,77.0,12.0107,12.0107,0.0,12.0107,0.0,12.0107,3823.0,3823.0,0.0,3823.0,0.0,3823.0,14.0,14.0,0.0,14.0,0.0,14.0,2.0,2.0,0.0,2.0,0.0,2.0,76.0,76.0,0.0,76.0,0.0,76.0,2.55,2.55,0.0,2.55,0.0,2.55,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,5.64,5.64,0.0,5.64,0.0,5.64,4.496,4.496,0.0,4.496,0.0,4.496,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0,p,C,-0.199186,p,C,-0.199186,0.0,-2.55,0.0,1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,,,,,,
48,GaN,['Gallium nitride'],[{'name': 'Crystal Growth'}],Ga-N,Single Crystal,0.8,Ga1.0N1.0,N1 Ga1,7.0,31.0,24.0,19.0,12.0,7.0,74.0,82.0,8.0,78.0,4.0,74.0,14.0067,69.723,55.7163,41.86485,27.85815,14.0067,63.05,302.91,239.86,182.98000000000002,119.93,63.05,13.0,15.0,2.0,14.0,1.0,13.0,2.0,4.0,2.0,3.0,1.0,2.0,71.0,122.0,51.0,96.5,25.5,71.0,1.81,3.04,1.23,2.425,0.615,1.81,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,8.0,9.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,14.76875,18.8575,4.088750000000001,16.813125,2.0443750000000005,14.76875,0.0,6.437,6.437,3.2185,3.2185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,194.0,130.0,129.0,65.0,64.0,p,N,-0.266297,p,N,-0.266297,0.0,-2.34571950582332,0.26003790115173825,2,0.7071067811865476,0.6299605249474366,0.5743491774985174,0.5520447568369062,0.5358867312681466,0.0,2.0,2.0,5.0,0.0,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.0,0.011099808832799072,0.3009708737864078,,-0.011728581467661647,0.011728581467661647,0.037216146378237676,0.09209519397408723,0.17096549876043285
49,HfN,['Hafnium nitride'],[{'name': 'Hot Isostatic Pressing'}],Hf-N,Polycrystalline,4.4,Hf1.0N1.0,Hf1 N1,7.0,72.0,65.0,39.5,32.5,7.0,45.0,82.0,37.0,63.5,18.5,45.0,14.0067,178.49,164.4833,96.24835,82.24165,14.0067,63.05,2506.0,2442.95,1284.525,1221.475,63.05,4.0,15.0,11.0,9.5,5.5,4.0,2.0,6.0,4.0,4.0,2.0,2.0,71.0,175.0,104.0,123.0,52.0,71.0,1.3,3.04,1.74,2.17,0.87,1.3,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,14.0,14.0,7.0,7.0,0.0,5.0,18.0,13.0,11.5,6.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,8.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.5,2.5,3.0,14.76875,22.2,7.431249999999999,18.484375,3.7156249999999993,14.76875,0.0,6.437,6.437,3.2185,3.2185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0,s,Hf,-0.166465,s,Hf,-0.166465,0.0,-1.9879637823662684,-1.671894677029041,2,0.7071067811865476,0.6299605249474366,0.5743491774985174,0.5520447568369062,0.5358867312681466,0.0,2.0,1.5,1.0,7.0,0.17391304347826086,0.13043478260869565,0.08695652173913043,0.6086956521739131,0.03395639279748744,0.3739130434782608,,0.008080490066807333,0.008080490066807333,0.03367175148507316,0.12700748367176903,0.17991348477708838
50,La1-xSrxGa1-yMgyO3-z,['Lanthanum gallate'],[{'name': 'Sintering'}],La(Sr)-Ga(Mg)-O,Polycrystalline,1.63,La0.9Sr0.1Ga0.9Mg0.1O2.9,Ga0.9 Mg0.1 Sr0.1 La0.9 O2.9,8.0,57.0,49.0,21.918367346938776,16.879633486047478,8.0,8.0,87.0,79.0,69.02040816326532,23.111203665139517,87.0,15.9994,138.90547,122.90607000000001,50.07273122448979,41.38344231570178,15.9994,54.8,1193.0,1138.2,347.4569387755102,362.77443565181164,54.8,2.0,16.0,14.0,12.489795918367347,4.342357351103705,16.0,2.0,6.0,4.0,3.1836734693877546,1.4085797584339856,2.0,66.0,207.0,141.0,106.3469387755102,47.7576009995835,66.0,0.95,3.44,2.49,2.616530612244898,0.9747188671386922,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.5510204081632653,1.7151187005414412,4.0,0.0,10.0,10.0,2.020408163265306,2.9312786339025405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,11.0,6.57142857142857,2.361516034985422,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.1020408163265305,1.0645564348188252,2.0,0.0,9.0,9.0,1.6530612244897958,2.698875468554769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.755102040816326,2.384006663890045,2.0,9.105,54.23,45.125,17.20326530612245,9.585701790920448,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,63.0408163265306,60.41566014160765,12.0,p,O,-0.338381,p,O,-0.338381,0.0,-2.368236792733641,,5,0.6469741830264228,0.6034183349714045,0.5925167111530328,0.591883609809476,0.5918377157046799,0.0,2.0,2.5510204081632653,2.020408163265306,0.0,0.3043478260869566,0.3881987577639752,0.30745341614906835,0.0,,0.4956804097472257,,0.009457127646829506,0.024986891801185022,0.042872662129100444,0.049038111176009085,0.05413119819947665
51,MgAl2O4,['Magnesium aluminate'],[{'name': 'Crystal Growth'}],Mg-Al-O,Single Crystal,1.1,Mg1.0Al2.0O4.0,Al2 Mg1 O4,8.0,13.0,5.0,10.0,2.2857142857142856,8.0,68.0,87.0,19.0,80.28571428571429,7.673469387755101,87.0,15.9994,26.9815386,10.9821386,20.323668171428572,4.942020767346939,15.9994,54.8,933.47,878.6700000000001,429.8771428571429,428.6595918367347,54.8,2.0,16.0,14.0,13.142857142857142,3.2653061224489797,16.0,2.0,3.0,1.0,2.4285714285714284,0.4897959183673469,2.0,66.0,141.0,75.0,92.42857142857143,30.20408163265306,66.0,1.31,3.44,2.13,2.6128571428571425,0.9453061224489796,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.5714285714285716,1.6326530612244896,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.571428571428571,1.6326530612244898,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5714285714285716,1.3877551020408165,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5714285714285716,1.3877551020408165,2.0,9.105,22.89,13.785,13.181428571428572,4.658775510204082,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,98.85714285714286,99.26530612244899,12.0,p,O,-0.338381,s,Al,-0.286883,0.05149799999999999,-2.412409188705792,,3,0.6546536707079771,0.5970484566258902,0.5750650283013602,0.5720691506685885,0.5714844049399023,0.0,2.0,2.5714285714285716,0.0,0.0,0.4375,0.5625000000000001,0.0,0.0,,0.41773418746917346,,0.01879543463236366,0.02632396842886096,0.0,0.032500467529800646,0.04582546804257437
52,MgAl2O4,['Magnesium aluminate'],[{'name': 'Hot Pressing'}],Mg-Al-O,Polycrystalline,1.82,Mg1.0Al2.0O4.0,Al2 Mg1 O4,8.0,13.0,5.0,10.0,2.2857142857142856,8.0,68.0,87.0,19.0,80.28571428571429,7.673469387755101,87.0,15.9994,26.9815386,10.9821386,20.323668171428572,4.942020767346939,15.9994,54.8,933.47,878.6700000000001,429.8771428571429,428.6595918367347,54.8,2.0,16.0,14.0,13.142857142857142,3.2653061224489797,16.0,2.0,3.0,1.0,2.4285714285714284,0.4897959183673469,2.0,66.0,141.0,75.0,92.42857142857143,30.20408163265306,66.0,1.31,3.44,2.13,2.6128571428571425,0.9453061224489796,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.5714285714285716,1.6326530612244896,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.571428571428571,1.6326530612244898,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5714285714285716,1.3877551020408165,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5714285714285716,1.3877551020408165,2.0,9.105,22.89,13.785,13.181428571428572,4.658775510204082,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,98.85714285714286,99.26530612244899,12.0,p,O,-0.338381,s,Al,-0.286883,0.05149799999999999,-2.412409188705792,,3,0.6546536707079771,0.5970484566258902,0.5750650283013602,0.5720691506685885,0.5714844049399023,0.0,2.0,2.5714285714285716,0.0,0.0,0.4375,0.5625000000000001,0.0,0.0,,0.41773418746917346,,0.01879543463236366,0.02632396842886096,0.0,0.032500467529800646,0.04582546804257437
53,MgAl2O4,['Magnesium aluminate'],[{'name': 'Sintering'}],Mg-Al-O,Polycrystalline,3.0,Mg1.0Al2.0O4.0,Al2 Mg1 O4,8.0,13.0,5.0,10.0,2.2857142857142856,8.0,68.0,87.0,19.0,80.28571428571429,7.673469387755101,87.0,15.9994,26.9815386,10.9821386,20.323668171428572,4.942020767346939,15.9994,54.8,933.47,878.6700000000001,429.8771428571429,428.6595918367347,54.8,2.0,16.0,14.0,13.142857142857142,3.2653061224489797,16.0,2.0,3.0,1.0,2.4285714285714284,0.4897959183673469,2.0,66.0,141.0,75.0,92.42857142857143,30.20408163265306,66.0,1.31,3.44,2.13,2.6128571428571425,0.9453061224489796,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.5714285714285716,1.6326530612244896,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.571428571428571,1.6326530612244898,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5714285714285716,1.3877551020408165,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5714285714285716,1.3877551020408165,2.0,9.105,22.89,13.785,13.181428571428572,4.658775510204082,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,98.85714285714286,99.26530612244899,12.0,p,O,-0.338381,s,Al,-0.286883,0.05149799999999999,-2.412409188705792,,3,0.6546536707079771,0.5970484566258902,0.5750650283013602,0.5720691506685885,0.5714844049399023,0.0,2.0,2.5714285714285716,0.0,0.0,0.4375,0.5625000000000001,0.0,0.0,,0.41773418746917346,,0.01879543463236366,0.02632396842886096,0.0,0.032500467529800646,0.04582546804257437
