,chemicalFormula,names,preparation,Chemical Family,Crystallinity,Fracture Toughness,flatFormula,composition,minimum Number,maximum Number,range Number,mean Number,avg_dev Number,mode Number,minimum MendeleevNumber,maximum MendeleevNumber,range MendeleevNumber,mean MendeleevNumber,avg_dev MendeleevNumber,mode MendeleevNumber,minimum AtomicWeight,maximum AtomicWeight,range AtomicWeight,mean AtomicWeight,avg_dev AtomicWeight,mode AtomicWeight,minimum MeltingT,maximum MeltingT,range MeltingT,mean MeltingT,avg_dev MeltingT,mode MeltingT,minimum Column,maximum Column,range Column,mean Column,avg_dev Column,mode Column,minimum Row,maximum Row,range Row,mean Row,avg_dev Row,mode Row,minimum CovalentRadius,maximum CovalentRadius,range CovalentRadius,mean CovalentRadius,avg_dev CovalentRadius,mode CovalentRadius,minimum Electronegativity,maximum Electronegativity,range Electronegativity,mean Electronegativity,avg_dev Electronegativity,mode Electronegativity,minimum NsValence,maximum NsValence,range NsValence,mean NsValence,avg_dev NsValence,mode NsValence,minimum NpValence,maximum NpValence,range NpValence,mean NpValence,avg_dev NpValence,mode NpValence,minimum NdValence,maximum NdValence,range NdValence,mean NdValence,avg_dev NdValence,mode NdValence,minimum NfValence,maximum NfValence,range NfValence,mean NfValence,avg_dev NfValence,mode NfValence,minimum NValence,maximum NValence,range NValence,mean NValence,avg_dev NValence,mode NValence,minimum NsUnfilled,maximum NsUnfilled,range NsUnfilled,mean NsUnfilled,avg_dev NsUnfilled,mode NsUnfilled,minimum NpUnfilled,maximum NpUnfilled,range NpUnfilled,mean NpUnfilled,avg_dev NpUnfilled,mode NpUnfilled,minimum NdUnfilled,maximum NdUnfilled,range NdUnfilled,mean NdUnfilled,avg_dev NdUnfilled,mode NdUnfilled,minimum NfUnfilled,maximum NfUnfilled,range NfUnfilled,mean NfUnfilled,avg_dev NfUnfilled,mode NfUnfilled,minimum NUnfilled,maximum NUnfilled,range NUnfilled,mean NUnfilled,avg_dev NUnfilled,mode NUnfilled,minimum GSvolume_pa,maximum GSvolume_pa,range GSvolume_pa,mean GSvolume_pa,avg_dev GSvolume_pa,mode GSvolume_pa,minimum GSbandgap,maximum GSbandgap,range GSbandgap,mean GSbandgap,avg_dev GSbandgap,mode GSbandgap,minimum GSmagmom,maximum GSmagmom,range GSmagmom,mean GSmagmom,avg_dev GSmagmom,mode GSmagmom,minimum SpaceGroupNumber,maximum SpaceGroupNumber,range SpaceGroupNumber,mean SpaceGroupNumber,avg_dev SpaceGroupNumber,mode SpaceGroupNumber,HOMO_character,HOMO_element,HOMO_energy,LUMO_character,LUMO_element,LUMO_energy,gap_AO,band center,Miedema_deltaH_inter,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,transition metal fraction,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,Yang omega,Yang delta,cohesive energy,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010
54,MgO,['Magnesia'],[{'name': 'Hot Pressing'}],Mg-O,Polycrystalline,1.8,Mg1.0O1.0,Mg1 O1,8.0,12.0,4.0,10.0,2.0,8.0,68.0,87.0,19.0,77.5,9.5,68.0,15.9994,24.305,8.3056,20.1522,4.1528,15.9994,54.8,923.0,868.2,488.9,434.1,54.8,2.0,16.0,14.0,9.0,7.0,2.0,2.0,3.0,1.0,2.5,0.5,2.0,66.0,141.0,75.0,103.5,37.5,66.0,1.31,3.44,2.13,2.375,1.065,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,9.105,22.89,13.785,15.9975,6.8925,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,103.0,91.0,12.0,p,O,-0.338381,s,Mg,-0.175427,0.162954,-2.1228283020536542,,2,0.7071067811865476,0.6299605249474366,0.5743491774985174,0.5520447568369062,0.5358867312681466,0.0,2.0,2.0,0.0,0.0,0.5,0.5,0.0,0.0,,0.4285714285714286,,-0.04088687499999999,0.04088687499999999,0.03367175148507316,0.10399460088715719,0.17686487005143423
55,MgO.xAl2O3,['Magnesia'],[{'name': 'Hot Pressing'}],Mg-O:Al,Polycrystalline,2.5,Mg1.0O1.0Al0.2O0.3,Al0.2 Mg1 O1.3,8.0,13.0,5.0,10.0,2.0799999999999996,8.0,68.0,87.0,19.0,78.28,9.0688,87.0,15.9994,26.9815386,10.9821386,20.200211088,4.36884353152,15.9994,54.8,933.47,878.6700000000001,472.3736,434.276544,54.8,2.0,16.0,14.0,10.16,6.5280000000000005,16.0,2.0,3.0,1.0,2.4799999999999995,0.4992,2.0,66.0,141.0,75.0,100.4,35.775999999999996,66.0,1.31,3.44,2.13,2.4416,1.038336,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.16,1.9136,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.16,1.9136,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.44,1.1520000000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.44,1.1520000000000001,2.0,9.105,22.89,13.785,15.209,6.34816,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,101.84,93.4336,12.0,s,Mg,-0.175427,s,Mg,-0.175427,0.0,-2.2002142771487323,,3,0.6609084656743323,0.5897518826488034,0.5454112435136605,0.5311018759404652,0.5236542333628349,0.0,2.0,2.16,0.0,0.0,0.4807692307692307,0.5192307692307693,0.0,0.0,,0.42960805449521067,,-0.029272114247163045,0.029272114247163045,0.024528613751331002,0.03946721771767357,0.050007977949211316
56,MgO.xCoO,['Magnesia'],[{'name': 'Hot Pressing'}],Mg-O:CoO,Polycrystalline,1.94,Mg1.0O1.0Co0.1O0.1,Co0.1 Mg1 O1.1,8.0,27.0,19.0,10.681818181818182,2.6818181818181817,8.0,58.0,87.0,29.0,77.04545454545453,9.954545454545455,87.0,15.9994,58.933195,42.933794999999996,21.726208863636362,5.726808863636363,15.9994,54.8,1768.0,1713.2,527.3090909090909,472.50909090909084,54.8,2.0,16.0,14.0,9.318181818181817,6.681818181818181,16.0,2.0,4.0,2.0,2.545454545454545,0.5454545454545455,2.0,66.0,141.0,75.0,102.81818181818181,36.81818181818181,66.0,1.31,3.44,2.13,2.400909090909091,1.039090909090909,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,7.0,7.0,0.3181818181818182,0.6074380165289256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,4.3181818181818175,2.1074380165289255,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,3.0,3.0,0.13636363636363638,0.26033057851239666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.1363636363636362,1.0330578512396695,2.0,9.105,22.89,13.785,15.422727272727272,6.788429752066116,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.07038505454545455,0.13437146776859504,0.0,12.0,194.0,182.0,102.99999999999999,90.99999999999999,12.0,s,Mg,-0.175427,s,Mg,-0.175427,0.0,-2.1579733453156953,,3,0.6772574738977881,0.6027725981556076,0.5507096975768789,0.5304784736764416,0.5165733703227122,0.045454545454545456,2.0,2.0,0.3181818181818182,0.0,0.46315789473684216,0.46315789473684216,0.0736842105263158,0.0,,0.4252483991372254,,-0.025982973216683816,0.03759642522081611,0.0,0.03929729787531732,0.0572013825116513
57,MgO.xFe2O3,['Magnesia'],[{'name': 'Hot Pressing'}],Mg-O:Fe,Polycrystalline,1.6,Mg1.0O1.0Fe0.2O0.3,Fe0.2 Mg1 O1.3,8.0,26.0,18.0,11.040000000000001,3.1616,8.0,55.0,87.0,32.0,76.84,10.5664,87.0,15.9994,55.845,39.8456,22.509288,6.770283520000001,15.9994,54.8,1811.0,1756.2,542.576,507.28704,54.8,2.0,16.0,14.0,9.760000000000002,6.4896,16.0,2.0,4.0,2.0,2.56,0.5824,2.0,66.0,141.0,75.0,101.28,36.6912,66.0,1.31,3.44,2.13,2.4592,1.020032,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.08,1.9968,4.0,0.0,6.0,6.0,0.4800000000000001,0.8832000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.5600000000000005,2.048,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.04,0.9984,2.0,0.0,4.0,4.0,0.32,0.5888000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.36,1.0879999999999999,2.0,9.105,22.89,13.785,14.749,6.5128,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.16885302400000002,0.31068956416,0.0,12.0,229.0,217.0,102.16,93.7664,12.0,s,Mg,-0.175427,s,Mg,-0.175427,0.0,-2.2228747649802454,,3,0.6609084656743323,0.5897518826488034,0.5454112435136605,0.5311018759404652,0.5236542333628349,0.08,2.0,2.08,0.4800000000000001,0.0,0.43859649122807015,0.45614035087719296,0.10526315789473685,0.0,,0.4282696387042906,,-0.01856039330600008,0.018686077306000075,0.024528613751331002,0.039369693796722345,0.05376673969602323
58,MgO.xSiC,['Magnesia composite'],[{'name': 'Hot Pressing'}],Mg-O:SiC,Polycrystalline,1.08,Mg1.0O1.0Si0.1C0.1,Si0.1 Mg1 C0.1 O1,6.0,14.0,8.0,10.0,2.181818181818182,8.0,68.0,87.0,19.0,77.5,8.681818181818182,68.0,12.0107,28.0855,16.0748,20.142736363636363,4.505945454545454,15.9994,54.8,3823.0,3768.2,694.9090909090909,581.9173553719008,54.8,2.0,16.0,14.0,9.454545454545453,6.776859504132231,2.0,2.0,3.0,1.0,2.5,0.5,2.0,66.0,141.0,75.0,102.59090909090908,35.68181818181818,66.0,1.31,3.44,2.13,2.3613636363636363,0.9977272727272726,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,1.8181818181818181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,1.8181818181818181,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.2727272727272725,1.15702479338843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.2727272727272725,1.15702479338843,0.0,5.64,22.89,17.25,15.728636363636364,6.9386363636363635,9.105,0.0,4.496,4.496,0.2395,0.4354545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,112.77272727272727,91.61157024793388,12.0,,,,,,,,-2.1298305533759163,,4,0.6460304728887225,0.5728822198475749,0.5221366601747979,0.501858877021145,0.4871697557031867,0.0,2.0,2.0,0.0,0.0,0.5,0.5,0.0,0.0,,0.420075776060351,,-0.022775410506164575,0.035782137375060245,0.0,0.04256732623439674,0.053480217208258685
59,Si12-4.5xAl4.5xO1.5xN16-1.5xDyx,['Sialon composite'],[{'name': 'Hot Pressing'}],Si-Al-O-N:Dy,Polycrystalline,5.3,Si11.6Al0.5O0.2N15.8D0.1,Si11.6 Al0.5 N15.8 D0+0.1 O0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.6953429628059424,0.6261508763292138,0.5823741647743541,0.5690627820299631,0.5627822248228065,0.0,,,,,,,,,,,,,,,,
60,Si2N2O,['Silicon oxynitride'],[{'name': 'Hot Pressing'}],Si-N-O,Polycrystalline,2.4,Si2.0N2.0O1.0,Si2 N2 O1,7.0,14.0,7.0,10.0,3.2,7.0,78.0,87.0,9.0,81.4,2.719999999999999,78.0,14.0067,28.0855,14.0788,20.03676,6.438991999999999,14.0067,54.8,1687.0,1632.2,710.98,780.816,63.05,14.0,16.0,2.0,14.8,0.6399999999999999,14.0,2.0,3.0,1.0,2.4,0.48,2.0,66.0,111.0,45.0,86.0,20.0,71.0,1.9,3.44,1.54,2.664,0.6112,1.9,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,2.8,0.64,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,4.8,0.64,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.2,0.64,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.2,0.64,3.0,9.105,20.44,11.335,15.904500000000002,3.6284000000000005,14.76875,0.0,6.437,6.437,2.884,2.8424,0.773,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,170.8,63.519999999999996,194.0,p,N,-0.266297,p,N,-0.266297,0.0,-2.582037600619914,,3,0.6000000000000001,0.5142563181316472,0.46090632396042813,0.4418818424353128,0.4287303134918266,0.0,2.0,2.8,0.0,0.0,0.4166666666666667,0.5833333333333334,0.0,0.0,,0.23522827941407887,,0.022023204595959724,0.0383234809595959,0.06803013430498074,0.08864290194105744,0.1026250211709592
61,Si2N2O,['Silicon oxynitride'],[{'name': 'Hot Pressing'}],Si-O-N,Polycrystalline,2.4,Si2.0N2.0O1.0,Si2 N2 O1,7.0,14.0,7.0,10.0,3.2,7.0,78.0,87.0,9.0,81.4,2.719999999999999,78.0,14.0067,28.0855,14.0788,20.03676,6.438991999999999,14.0067,54.8,1687.0,1632.2,710.98,780.816,63.05,14.0,16.0,2.0,14.8,0.6399999999999999,14.0,2.0,3.0,1.0,2.4,0.48,2.0,66.0,111.0,45.0,86.0,20.0,71.0,1.9,3.44,1.54,2.664,0.6112,1.9,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,2.8,0.64,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,4.8,0.64,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.2,0.64,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.2,0.64,3.0,9.105,20.44,11.335,15.904500000000002,3.6284000000000005,14.76875,0.0,6.437,6.437,2.884,2.8424,0.773,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,170.8,63.519999999999996,194.0,p,N,-0.266297,p,N,-0.266297,0.0,-2.582037600619914,,3,0.6000000000000001,0.5142563181316472,0.46090632396042813,0.4418818424353128,0.4287303134918266,0.0,2.0,2.8,0.0,0.0,0.4166666666666667,0.5833333333333334,0.0,0.0,,0.23522827941407887,,0.022023204595959724,0.0383234809595959,0.06803013430498074,0.08864290194105744,0.1026250211709592
62,Si2N2O,['Silicon oxynitride'],[{'name': 'Reaction Sintering'}],Si-O-N,Polycrystalline,2.4,Si2.0N2.0O1.0,Si2 N2 O1,7.0,14.0,7.0,10.0,3.2,7.0,78.0,87.0,9.0,81.4,2.719999999999999,78.0,14.0067,28.0855,14.0788,20.03676,6.438991999999999,14.0067,54.8,1687.0,1632.2,710.98,780.816,63.05,14.0,16.0,2.0,14.8,0.6399999999999999,14.0,2.0,3.0,1.0,2.4,0.48,2.0,66.0,111.0,45.0,86.0,20.0,71.0,1.9,3.44,1.54,2.664,0.6112,1.9,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,2.8,0.64,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,4.8,0.64,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.2,0.64,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.2,0.64,3.0,9.105,20.44,11.335,15.904500000000002,3.6284000000000005,14.76875,0.0,6.437,6.437,2.884,2.8424,0.773,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,170.8,63.519999999999996,194.0,p,N,-0.266297,p,N,-0.266297,0.0,-2.582037600619914,,3,0.6000000000000001,0.5142563181316472,0.46090632396042813,0.4418818424353128,0.4287303134918266,0.0,2.0,2.8,0.0,0.0,0.4166666666666667,0.5833333333333334,0.0,0.0,,0.23522827941407887,,0.022023204595959724,0.0383234809595959,0.06803013430498074,0.08864290194105744,0.1026250211709592
63,Si3-xAlxOxN4-x,['Sialon'],[{'name': 'Hot Isostatic Pressing'}],Si-Al-O-N,Polycrystalline,3.2,Si2.9Al0.1O0.1N3.9,Si2.9 N3.9 Al0.1 O0.1,7.0,14.0,7.0,10.0,3.3999999999999995,7.0,73.0,87.0,14.0,80.28571428571429,2.1020408163265296,82.0,14.0067,28.0855,14.0788,20.05316769428571,6.853314507755101,14.0067,54.8,1687.0,1632.2,748.1460000000001,783.2025714285716,63.05,13.0,16.0,3.0,14.571428571428571,0.5183673469387756,15.0,2.0,3.0,1.0,2.4285714285714284,0.4897959183673469,2.0,66.0,121.0,55.0,88.21428571428571,19.816326530612248,71.0,1.61,3.44,1.8299999999999998,2.553,0.568,3.04,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.5714285714285716,0.5183673469387754,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.571428571428571,0.5183673469387756,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.4285714285714284,0.5183673469387754,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.4285714285714284,0.5183673469387754,3.0,9.105,20.44,11.335,17.061803571428573,2.7990770408163264,14.76875,0.0,6.437,6.437,3.906571428571429,2.819620408163265,6.437,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,205.5142857142857,18.359183673469385,194.0,p,Si,-0.153293,p,Si,-0.153293,0.0,-2.483893543921296,,4,0.6945854732081839,0.624924772286737,0.580442516767697,0.5666470570876045,0.5599573950967884,0.0,2.0,2.5714285714285716,0.0,0.0,0.4375,0.5625000000000001,0.0,0.0,,0.22317870021351277,,0.007195060164915856,0.011947622211784845,0.03462628469583094,0.039165857319906704,0.05035690114328552
64,Si3Al3O3N5,['Sialon'],[{'name': 'Liquid Phase Sintering'}],Si-Al-O-N,Polycrystalline,4.06,Si3.0Al3.0O3.0N5.0,Si3 N5 Al3 O3,7.0,14.0,7.0,10.0,3.0,7.0,73.0,87.0,14.0,80.28571428571429,4.10204081632653,82.0,14.0067,28.0855,14.0788,20.230915414285715,6.2593747591836735,14.0067,54.8,1687.0,1632.2,595.79,612.3814285714286,63.05,13.0,16.0,3.0,14.571428571428571,0.9183673469387755,15.0,2.0,3.0,1.0,2.4285714285714284,0.489795918367347,2.0,66.0,121.0,55.0,89.21428571428571,22.95918367346939,71.0,1.61,3.44,1.8299999999999998,2.5749999999999997,0.7028571428571428,3.04,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.5714285714285716,0.9183673469387755,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.571428571428571,0.9183673469387755,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.4285714285714284,0.9183673469387755,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.4285714285714284,0.9183673469387755,3.0,9.105,20.44,11.335,15.13705357142857,2.848239795918367,14.76875,0.0,6.437,6.437,2.464571428571429,2.8374489795918367,6.437,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,168.71428571428572,67.16326530612244,194.0,p,N,-0.266297,p,N,-0.266297,0.0,-2.4631133918845216,,4,0.5150787536377127,0.4218528988303207,0.37243827491458253,0.36128094224843527,0.3577854806245089,0.0,2.0,2.5714285714285716,0.0,0.0,0.4375,0.5625000000000001,0.0,0.0,,0.3206409004535181,,-0.017053506362439717,0.023131893249109286,0.010758079550117271,0.04071587004876866,0.04940116127140766
65,Si3N4,['Silicon nitride'],[{'name': 'Chemical Vapor Deposition'}],Si-N,Single Crystal,2.1,Si3.0N4.0,Si3 N4,7.0,14.0,7.0,10.0,3.4285714285714284,7.0,78.0,82.0,4.0,80.28571428571429,1.9591836734693868,82.0,14.0067,28.0855,14.0788,20.04047142857143,6.895738775510204,14.0067,63.05,1687.0,1623.95,759.0285714285714,795.4040816326532,63.05,14.0,15.0,1.0,14.571428571428571,0.489795918367347,15.0,2.0,3.0,1.0,2.4285714285714284,0.4897959183673469,2.0,71.0,111.0,40.0,88.14285714285714,19.591836734693878,71.0,1.9,3.04,1.1400000000000001,2.551428571428571,0.5583673469387757,3.04,2.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,2.5714285714285716,0.4897959183673469,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.571428571428571,0.489795918367347,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.4285714285714284,0.4897959183673469,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.4285714285714284,0.4897959183673469,3.0,14.76875,20.44,5.671250000000001,17.199285714285715,2.7777551020408167,14.76875,0.773,6.437,5.664000000000001,4.009571428571428,2.774204081632653,6.437,0.0,0.0,0.0,0.0,0.0,0.0,194.0,227.0,33.0,208.14285714285714,16.163265306122447,194.0,p,N,-0.266297,p,N,-0.266297,0.0,-2.4853845314374188,1.0388998938735865,2,0.7142857142857142,0.6425630636107735,0.5962896661282494,0.5817489027710038,0.5745677356889045,0.0,2.0,2.5714285714285716,0.0,0.0,0.4375,0.5625000000000001,0.0,0.0,0.054312555155241464,0.21300301193403667,,0.010912275200989427,0.012388119356833562,0.022447834323382106,0.048082043853751276,0.12451661435513658
66,Si3N4,['Silicon nitride'],[{'name': 'Hot Isostatic Pressing'}],Si-N,Polycrystalline,4.898235294117648,Si3.0N4.0,Si3 N4,7.0,14.0,7.0,10.0,3.4285714285714284,7.0,78.0,82.0,4.0,80.28571428571429,1.9591836734693868,82.0,14.0067,28.0855,14.0788,20.04047142857143,6.895738775510204,14.0067,63.05,1687.0,1623.95,759.0285714285714,795.4040816326532,63.05,14.0,15.0,1.0,14.571428571428571,0.489795918367347,15.0,2.0,3.0,1.0,2.4285714285714284,0.4897959183673469,2.0,71.0,111.0,40.0,88.14285714285714,19.591836734693878,71.0,1.9,3.04,1.1400000000000001,2.551428571428571,0.5583673469387757,3.04,2.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,2.5714285714285716,0.4897959183673469,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.571428571428571,0.489795918367347,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.4285714285714284,0.4897959183673469,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.4285714285714284,0.4897959183673469,3.0,14.76875,20.44,5.671250000000001,17.199285714285715,2.7777551020408167,14.76875,0.773,6.437,5.664000000000001,4.009571428571428,2.774204081632653,6.437,0.0,0.0,0.0,0.0,0.0,0.0,194.0,227.0,33.0,208.14285714285714,16.163265306122447,194.0,p,N,-0.266297,p,N,-0.266297,0.0,-2.4853845314374188,1.0388998938735865,2,0.7142857142857142,0.6425630636107735,0.5962896661282494,0.5817489027710038,0.5745677356889045,0.0,2.0,2.5714285714285716,0.0,0.0,0.4375,0.5625000000000001,0.0,0.0,0.054312555155241464,0.21300301193403667,,0.010912275200989427,0.012388119356833562,0.022447834323382106,0.048082043853751276,0.12451661435513658
67,Si3N4,['Silicon nitride'],[{'name': 'Hot Pressing'}],Si-N,Polycrystalline,4.167142857142857,Si3.0N4.0,Si3 N4,7.0,14.0,7.0,10.0,3.4285714285714284,7.0,78.0,82.0,4.0,80.28571428571429,1.9591836734693868,82.0,14.0067,28.0855,14.0788,20.04047142857143,6.895738775510204,14.0067,63.05,1687.0,1623.95,759.0285714285714,795.4040816326532,63.05,14.0,15.0,1.0,14.571428571428571,0.489795918367347,15.0,2.0,3.0,1.0,2.4285714285714284,0.4897959183673469,2.0,71.0,111.0,40.0,88.14285714285714,19.591836734693878,71.0,1.9,3.04,1.1400000000000001,2.551428571428571,0.5583673469387757,3.04,2.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,2.5714285714285716,0.4897959183673469,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.571428571428571,0.489795918367347,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.4285714285714284,0.4897959183673469,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.4285714285714284,0.4897959183673469,3.0,14.76875,20.44,5.671250000000001,17.199285714285715,2.7777551020408167,14.76875,0.773,6.437,5.664000000000001,4.009571428571428,2.774204081632653,6.437,0.0,0.0,0.0,0.0,0.0,0.0,194.0,227.0,33.0,208.14285714285714,16.163265306122447,194.0,p,N,-0.266297,p,N,-0.266297,0.0,-2.4853845314374188,1.0388998938735865,2,0.7142857142857142,0.6425630636107735,0.5962896661282494,0.5817489027710038,0.5745677356889045,0.0,2.0,2.5714285714285716,0.0,0.0,0.4375,0.5625000000000001,0.0,0.0,0.054312555155241464,0.21300301193403667,,0.010912275200989427,0.012388119356833562,0.022447834323382106,0.048082043853751276,0.12451661435513658
